21,1
25,1
26,1
27,6
28,5
29,5
30,1
31,4
32,4
33,4
34,3
35,1
36,5
37,5
38,3
39,2
41,5
42,4
43,1
44,5
45,3
46,3
47,6
48,4
50,2
51,3
52,4
53,3
54,3
55,6
56,2
57,2
58,2
59,1
60,2
61,3
62,3
63,4
64,1
65,1
66,1
67,3
68,1
69,5
70,8
71,7
72,4
73,6
74,4
75,9
76,6
77,5
78,4
79,5
80,4
81,6
82,7
83,3
84,6
85,1
87,1
89,1
91,2
93,1
95,1
96,1
97,3
98,4
99,2
100,3
101,3
102,4
103,2
104,4
105,4
106,5
107,4
108,3
109,3
110,5
111,2
112,4
113,5
114,1
115,3
116,4
117,2
118,1
119,1
120,1
121,1
122,2
123,1
124,1
126,2
128,1
129,1
130,1
131,1
132,1
133,1
134,3
135,3
136,2
138,1
140,1
141,2
143,1
145,1
150,2
151,1
153,3
154,3
155,4
156,1
157,2
158,2
159,1
160,2
161,1
163,1
165,1
166,2
167,1
168,3
169,1
170,5
171,4
172,5
173,5
174,4
175,2
176,2
177,5
178,4
179,6
180,6
181,5
182,6
183,7
184,3
185,3
186,3
187,7
188,7
189,3
190,5
191,6
192,6
193,3
194,1
195,1
196,2
197,1
198,2
199,2
200,4
201,2
202,2
203,4
204,1
205,2
206,1
207,2
208,2
209,1
217,1
218,1
220,1
221,1
222,3
223,1
224,2
225,3
226,1
227,1
229,1
231,4
232,1
233,3
234,3
235,2
236,5
237,3
238,5
239,3
240,4
241,5
242,6
243,5
244,3
245,4
246,4
247,4
248,4
249,3
250,2
251,2
252,1
253,1
254,1
255,1
256,1
257,2
261,1
262,1
263,2
264,2
265,1
266,1
267,1
268,3
269,1
270,3
272,1
273,1
275,1
276,1
277,1
278,1
279,1
280,4
281,2
282,1
283,3
284,3
285,2
286,2
287,2
288,2
289,2
290,1
291,2
295,1
297,1
299,1
300,1
302,3
303,1
304,1
305,1
306,1
307,1
309,2
311,1
312,2
313,1
314,3
315,2
316,3
317,3
318,3
319,3
320,2
321,4
322,3
323,5
324,3
325,5
326,5
327,6
328,5
329,2
330,5
331,4
332,3
333,5
334,3
335,5
336,4
337,5
338,3
339,4
340,5
341,2
342,3
343,4
344,2
345,3
346,4
347,3
348,2
349,4
350,2
351,4
352,3
353,2
354,2
355,4
356,2
357,2
358,2
359,2
360,1
361,1
362,1
364,1
365,4
366,2
367,1
368,4
369,2
370,2
371,3
372,3
373,1
374,3
375,1
376,3
377,3
378,4
379,3
380,1
381,3
382,3
383,3
384,2
385,5
386,3
387,2
388,4
389,2
390,2
391,3
392,2
393,2
394,2
395,2
396,1
397,2
398,2
399,2
400,3
401,2
402,4
403,2
404,1
405,5
406,2
407,4
408,3
409,5
410,3
411,6
412,3
413,2
414,4
415,3
416,4
417,2
418,2
419,4
420,3
421,4
422,3
423,3
424,3
425,3
426,3
427,3
428,4
429,2
430,3
431,2
432,2
433,2
434,2
435,2
436,4
437,1
438,2
439,3
440,1
441,2
442,2
443,2
444,3
445,3
446,2
447,3
448,3
449,3
450,2
451,3
452,3
453,2
454,3
455,3
456,2
457,3
458,4
460,4
461,4
462,3
463,3
464,3
465,1
466,4
467,4
468,1
469,3
470,3
471,4
472,1
473,4
474,3
475,2
476,7
477,4
478,5
479,4
480,3
481,2
482,7
483,5
484,2
485,8
486,8
487,3
488,6
489,7
490,5
491,7
492,5
493,3
494,7
495,7
496,8
497,6
498,7
499,6
500,4
501,8
502,5
503,4
504,7
505,4
506,4
507,7
508,3
509,4
510,6
511,4
512,8
513,3
514,5
515,5
516,5
517,4
518,4
519,2
520,5
521,4
522,3
523,5
524,6
525,5
526,3
527,2
528,4
529,2
530,3
531,2
533,4
535,4
536,5
538,4
539,5
541,5
542,2
543,4
544,2
545,4
546,4
547,4
548,5
549,3
550,3
551,5
552,3
553,2
554,3
555,3
556,3
557,3
558,3
559,1
560,2
561,2
562,2
563,3
564,4
565,5
566,4
567,5
568,3
569,4
570,5
571,3
572,2
573,4
574,3
575,2
576,3
577,2
578,1
579,2
580,2
582,2
583,2
585,2
586,2
588,1
589,1
590,2
591,2
593,1
594,2
595,3
596,1
597,3
598,2
599,1
600,3
601,2
602,1
603,1
605,1
606,1
607,1
608,1
609,1
610,2
611,1
612,2
613,2
614,2
615,2
616,2
617,3
618,3
619,3
620,3
621,2
623,1
624,1
626,1
627,2
632,1
636,1
639,1
641,2
643,1
644,2
645,1
646,2
647,3
648,1
649,1
650,1
651,2
652,1
653,1
654,1
655,1
656,2
657,1
658,2
659,3
660,1
661,3
662,3
663,1
664,3
665,2
666,1
667,2
668,3
669,2
670,2
671,3
672,2
673,3
674,3
675,2
676,2
677,3
678,1
679,2
680,1
681,3
682,2
683,1
684,3
685,1
686,3
687,2
688,3
689,3
690,2
691,3
692,2
693,3
694,2
695,1
696,1
697,1
699,1
701,1
702,1
704,1
706,1
707,1
709,1
710,1
712,1
713,1
715,1
716,1
717,1
718,1
719,1
723,1
724,1
725,1
726,1
728,1
729,1
730,1
731,1
732,2
733,2
735,1
736,1
739,1
741,1
743,1
744,1
746,1
747,1
749,1
750,1
752,1
753,1
755,2
756,1
757,3
758,3
759,2
760,3
761,1
762,4
763,2
765,1
766,2
767,1
768,4
769,3
770,1
771,3
772,3
773,2
774,2
775,2
776,3
777,1
778,2
779,3
780,1
781,2
782,3
783,1
784,2
785,3
786,2
787,2
788,2
789,2
790,2
791,2
792,2
793,2
794,2
795,2
796,1
797,1
798,2
799,2
800,1
801,1
802,2
803,2
804,1
805,2
807,2
808,2
809,1
810,1
811,2
812,1
813,1
814,1
815,2
817,3
818,2
820,2
821,1
823,2
824,2
826,2
827,1
828,2
829,1
830,1
831,2
832,2
833,2
834,2
835,2
837,2
838,2
839,1
840,1
842,1
843,2
844,2
846,2
848,2
849,1
850,2
851,3
852,1
853,2
854,2
855,1
856,3
857,1
858,2
859,1
860,3
861,1
862,1
